New topic,/v_meas
1.55425500147048E+018,0.3644516468
1.55425500149076E+018,0.2706571221
1.55425500151085E+018,0.2706571221
1.55425500153091E+018,0.2706571221
1.55425500155077E+018,0.1954113841
1.55425500157094E+018,0.1954113841
1.55425500159102E+018,0.2908529341
1.55425500161057E+018,0.2908529341
1.55425500163072E+018,0.2908529341
1.55425500165096E+018,0.1537875086
1.55425500167082E+018,0.1537875086
1.55425500169152E+018,0.1537875086
1.5542550017112E+018,0.1914463341
1.55425500173073E+018,0.1914463341
1.55425500175099E+018,0.0782223567
1.55425500177079E+018,0.0782223567
1.5542550017908E+018,0.0782223567
1.55425500181085E+018,0.1165867746
1.55425500183091E+018,0.1165867746
1.55425500185089E+018,0.1165867746
1.55425500187081E+018,0.1165867746
1.55425500189074E+018,0.1165867746
1.55425500191082E+018,0.0582907237
1.55425500193089E+018,0.0582907237
1.55425500195118E+018,0.0764871687
1.55425500197128E+018,0.0764871687
1.55425500199103E+018,0.0764871687
1.55425500201091E+018,0.0764871687
1.55425500203113E+018,0.0764871687
1.55425500205145E+018,0.0764871687
1.55425500207101E+018,0.0764871687
1.55425500209128E+018,0.0764871687
1.55425500211125E+018,0.0195721034
1.55425500213115E+018,0.0195721034
1.55425500215131E+018,0.039357841
1.55425500217076E+018,0.039357841
1.55425500219078E+018,0.039357841
1.55425500221082E+018,0.039357841
1.55425500223078E+018,0.039357841
1.55425500225098E+018,0.039357841
1.55425500227095E+018,0.039357841
1.55425500229074E+018,0.039357841
1.55425500231062E+018,0.039357841
1.55425500233081E+018,0.039357841
1.55425500235129E+018,0.039357841
1.55425500237133E+018,0.039357841
1.55425500239044E+018,0.039357841
